Years','Stahle et al. (1998)','Mann et al. (2000)','Li et al. (2011) NADA PC1','Li et al. (2013) Tree-rings PC1','Freund et al. (2019) NCT DJF','Freund et al. (2019) NWP DJF','Freund et al. (2019) Nino4 DJF','Freund et al. (2019) Nino3 DJF','Stahle et al. (1993)','Cook et al. (2008) Nino12','Cook et al. (2008) Nino3 ','Cook et al. (2008) Nino34 ','Cook et al. (2008) Nino4','Geay et al. (2013) Nino3','McGregor et al. (2010) ','Tierney et al. (2015) East','Tierney et al. (2015) West','Braganza et al. (2009) Multiproxy R5','Braganza et al. (2009) Multiproxy R8','DArrigo et al. (2005) Nino3','Wilson et al. (2010) Nino34 COACPR','Wilson et al. (2010) Nino34 COAPCR','Wilson et al. (2010) Nino34 TelecPCR TEL','Wilson et al. (2010) Nino34 TelecREGEM TEL','Wilson et al. 2010 Nino34 zscoreCOA','Wilson et al. (2010) Nino34 zscoreTEL','Datwyler et al. (2020) ENSO DJF','Datwyler et al. (2019) FullPeriod PC1','Torbenson et al. (2019) eMEIall','Torbenson et al. (2019) eMEIstable','Zhu et al. (2022) Corals Li13b6','Zhu et al. (2022) Corals','Zhu et al. (2022) Li13b6.','Zhu et al. (2022) Ocn2kCorals Li13b6','Liu et al. (2024) PCR','Liu et al. (2024) DD','Falster et al.(2023)','ERSST Nino34','HadISST Nino34','ISOI','ICPC SOI'
1815,0.96704,0.70131,0.6,-0.88686,1.3256,0.30255,0.85084,1.2603,0.49114,1.7748,1.7374,1.7302,1.6978,-0.60853,1.174,-1.1514,2.451,0.94893,1.091,1.1676,-0.72636,-0.87511,-0.23912,-0.01609,-0.79774,-0.17388,0.70785,-0.45532,1.7578,2.4198,-0.53002,0.91979,-0.91134,-0.21049,-1.6753,-2.1094,0.85142,NaN,NaN,NaN,NaN
1816,2.0642,1.2119,2.362,0.67046,1.3192,-0.34593,0.43988,1.1402,-0.028524,2.0735,2.0653,2.1232,2.0443,-0.37849,1.71,-0.84559,2.5749,1.4762,1.3285,1.9807,-0.30568,-0.39471,1.0252,1.0856,-0.34815,1.1518,1.6484,1.0238,2.7525,2.9417,1.0732,0.46023,0.98209,1.3045,1.0407,-0.49292,0.58752,NaN,NaN,NaN,NaN
1817,-0.29459,-0.24038,0.644,0.58652,0.038771,1.141,0.71385,0.25147,0.5561,0.30954,0.29812,0.38136,0.4764,-1.6013,0.29599,-0.38688,2.3293,1.03,0.60866,0.22695,0.11131,0.08135,0.39665,0.65463,0.014699,0.55082,0.56239,0.20624,0.76667,0.54711,1.2736,0.91979,1.0873,1.3992,0.0615,0.14618,0.45223,NaN,NaN,NaN,NaN
1818,-0.55474,-1.3581,-1.222,-0.13802,1.711,0.59731,1.2275,1.6446,0.188,-0.52047,-0.45043,-0.33744,-0.22004,-1.1508,-1.126,0.07182,2.4143,-0.50307,-0.43769,-1.4362,-0.21176,-0.28744,0.63948,0.759,-0.24893,0.72748,-0.77075,-1.6932,-1.703,-0.9761,0.071173,1.3793,-0.38539,0.35762,0.17605,-0.93265,0.050152,NaN,NaN,NaN,NaN
1819,-0.2839,-1.5038,-0.863,-0.3556,-1.213,-0.43109,-0.89573,-1.1417,-0.07183,-1.8406,-1.754,-1.6901,-1.5634,-2.9336,-1.44,-0.28495,1.2934,-0.78698,-0.97942,-1.5638,0.021078,-0.021574,0.37047,0.31162,-0.077845,0.33089,-1.3075,-2.92,-1.8363,-1.6834,-0.73042,0.46023,-1.0165,-0.49455,-0.54957,-1.6333,-0.098124,NaN,NaN,NaN,NaN
1820,-1.0475,-2.5733,-1.245,-1.0061,0.58982,0.21084,0.40563,0.58775,-1.3277,-1.4,-1.2097,-1.2223,-1.1551,-1.9271,-1.972,-0.030114,1.4957,-1.8009,-1.677,-1.6462,0.20523,0.18862,-0.43851,-0.31926,0.22703,-0.46275,-0.4303,-1.028,-1.7206,-1.5252,-1.031,0.7666,-1.3321,-0.77861,-0.69033,-0.61877,0.63359,NaN,NaN,NaN,NaN
1821,0.54506,0.74295,1.978,0.45508,0.63122,0.38115,0.54262,0.63579,-0.050177,0.24518,0.28065,0.20641,0.22186,0.098019,0.39299,0.17375,1.6592,0.05664,0.059512,0.34427,-0.73397,-0.88353,1.6111,1.2958,-0.8031,1.6161,0.40185,0.16447,0.39732,0.2094,1.3738,0.46023,1.2977,1.3992,1.1785,0.76542,0.94489,NaN,NaN,NaN,NaN
1822,0.50105,-1.7368,-1.175,0.76986,0.75863,NaN,0.37139,0.68383,0.33957,-0.1921,-0.20718,-0.24617,-0.23772,-0.50173,-0.56702,-0.84559,1.7262,-0.56796,-0.57127,-0.18267,-0.64005,-0.77627,0.80657,0.62959,-0.73288,0.76437,-0.38997,-0.89129,-1.585,-0.61714,0.57217,0.7666,0.35095,0.73636,0.35589,-0.25183,0.80402,NaN,NaN,NaN,NaN
1823,-0.57592,-0.26847,-0.861,0.59977,0.75545,0.13224,0.43988,0.70785,-0.0068714,-0.8769,-0.86166,-0.84454,-0.8069,-0.24978,-0.63702,-0.74365,1.2718,-0.032588,-0.051802,-1.1583,1.3099,1.4495,0.22678,0.052785,1.1681,0.12326,-0.27043,-0.18244,-1.0415,-0.27472,0.17137,0.7666,-0.069816,0.16825,-0.095854,-0.20452,0.85372,NaN,NaN,NaN,NaN
1824,0.57858,-0.79616,-0.951,1.0283,2.3799,0.92482,1.7755,2.3172,-0.82968,0.029018,0.21749,0.27487,0.19005,1.0141,0.20698,1.397,1.9007,0.3081,0.43056,0.15079,0.010002,-0.034344,-0.66853,-0.45058,0.0066043,-0.67712,0.2976,0.2682,-0.38461,0.32748,1.1734,1.8389,0.66652,1.0204,-0.093312,-0.98728,1.0521,NaN,NaN,NaN,NaN
1825,2.2943,0.8278,1.336,1.7175,-0.70657,0.12569,-0.31354,-0.58924,0.20966,0.56201,0.67576,0.78323,1.0403,-0.12517,0.61899,-0.030114,0.32789,-0.63285,-0.68258,0.93297,0.61114,0.6519,0.5707,0.42568,0.4923,0.4541,0.29405,0.035028,-0.04332,0.48452,0.87276,0.46023,0.77171,0.73636,-1.3618,-1.677,0.28886,NaN,NaN,NaN,NaN
1826,-0.85354,0.26245,0.277,0.15577,-2.417,0.0012324,-1.2382,-2.1505,1.5521,-0.73664,-0.77834,-0.74692,-0.57004,-0.83035,0.0049848,0.63246,-0.33269,0.56768,0.54187,0.12815,-0.046535,-0.098703,0.20506,-0.032988,-0.049622,0.1041,0.30646,-0.47154,-0.68617,-0.95366,-0.42982,0.46023,-0.70096,-0.49455,0.63355,-0.30546,0.27991,NaN,NaN,NaN,NaN
1827,0.27155,1.3354,0.186,-0.097155,-1.3245,-0.7586,-1.1697,-1.3098,0.77263,0.4795,0.55615,0.57532,0.58423,0.87166,1.011,-0.081081,0.056469,0.9976,0.99455,0.74566,1.216,1.3422,-0.1514,-0.39207,1.0729,-0.29024,1.3316,-0.063524,0.4394,1.2969,1.3738,0.30705,1.2977,1.2098,0.8256,-0.38891,-0.015725,NaN,NaN,NaN,NaN
1828,1.2767,0.88868,1.441,1.0758,-1.3404,0.073286,-0.65601,-1.1897,0.07974,0.75177,0.73489,0.69322,0.60721,-0.41957,1.214,1.295,-0.38621,1.2734,0.77192,0.82387,0.79136,0.85775,-0.48502,-0.67742,0.90503,-0.64756,-0.11709,-1.432,0.90576,0.92495,1.6744,0.15386,1.6132,1.4938,0.37581,-1.3359,-0.21017,NaN,NaN,NaN,NaN
1829,0.34414,1.651,-0.912,-0.62509,-1.5156,-1.2237,-1.5464,-1.55,0.38288,0.17588,0.07235,0.016254,-0.10515,-0.15256,0.86099,0.83633,-0.85282,0.90837,0.34151,-0.3,-0.29068,-0.3776,-1.1414,-1.307,-0.37484,-1.3562,0.00034668,-1.1407,0.47797,1.2131,-0.93081,0.61342,-1.2269,-0.58924,-0.65597,-1.1138,-0.17529,NaN,NaN,NaN,NaN
1830,-0.64131,1.1122,-0.019003,-0.98515,-0.26064,-0.45729,-0.45053,-0.30099,0.66437,-0.8538,-0.8294,-0.8065,-0.83871,0.11034,0.049985,-0.33592,-0.47075,-0.17049,-0.20764,-0.42761,1.1594,1.2781,-0.73815,-1.0293,1.33,-0.96126,-0.29768,-1.2596,0.13551,-0.0043171,-0.12922,0.30705,-0.2802,-0.11581,-1.7514,-1.1955,0.031936,NaN,NaN,NaN,NaN
1831,-0.73982,-0.079665,-1.445,-1.3905,-0.61102,-0.18218,-0.45053,-0.56522,-1.4793,-0.22015,-0.094293,-0.085164,-0.1352,0.42528,-0.47702,1.2441,-0.5568,-1.0628,-1.1353,-0.038583,1.5277,1.6983,-0.5279,-0.63029,1.3699,-0.65407,-0.39274,-0.52228,0.17876,0.33929,-0.22942,1.2262,-0.70096,-0.21049,0.12178,-0.31146,0.61691,NaN,NaN,NaN,NaN
1832,-0.3495,-0.94951,0.311,0.099442,1.418,-0.097022,0.64536,1.2603,-0.33166,0.64781,0.72414,0.76422,0.92538,0.61971,0.67899,1.6518,0.42217,1.4681,1.4324,1.3096,-0.016305,-0.06448,-0.21517,-0.32495,-0.028477,-0.30241,1.0758,0.62168,0.4394,1.0726,1.3738,1.3793,0.98209,1.4938,0.55336,-0.29161,0.8684,NaN,NaN,NaN,NaN
1833,1.0357,2.1775,1.8,0.86595,1.4817,1.1213,1.433,1.5486,1.3789,1.5966,1.6151,1.5958,1.5299,0.55536,2.146,-0.030114,1.0371,2.4171,2.3897,1.3899,-0.4446,-0.55331,0.27523,-0.069898,-0.52197,0.12066,1.8115,1.4287,1.759,1.9888,1.6744,1.2262,1.2977,1.5885,1.3486,0.10738,0.97685,NaN,NaN,NaN,NaN
1834,0.91995,1.0528,-0.613,1.0824,-0.14916,0.26979,-0.14231,0.059307,0.014781,0.73692,0.60991,0.61209,0.54534,0.83743,0.90199,-0.48882,0.95358,0.94893,0.82387,-0.0035904,-1.5829,-1.853,0.67624,0.53742,-1.8112,0.7432,0.90152,1.2032,1.1664,0.79861,1.1734,0.46023,1.0873,1.2098,0.22485,-0.36666,0.63807,NaN,NaN,NaN,NaN
1835,0.45169,-0.5928,-0.334,-0.62068,-0.13005,0.97068,0.50837,0.059307,-0.37497,0.05542,0.050848,0.032735,-0.15995,-0.00056972,0.026985,-1.712,0.56749,0.032305,0.41572,-0.2753,-0.92551,-1.1024,-0.67466,-0.66816,-0.98633,-0.74665,0.60715,0.73611,1.0343,1.043,-0.42982,-0.30569,-0.38539,-0.49455,-1.6979,-1.0135,0.45218,NaN,NaN,NaN,NaN
1836,-0.44698,0.98101,-0.5,-0.58202,1.3224,-0.22803,0.50837,1.1642,2.1584,-0.46107,-0.49881,-0.46802,-0.50994,0.21578,0.0089848,-0.99849,1.5039,0.17832,0.84613,-0.85576,-0.26807,-0.3518,1.0402,0.88905,-0.30516,1.1268,0.68703,1.3545,-0.35656,0.053541,-0.12922,0.7666,-0.38539,-0.021123,0.86814,0.65539,0.26308,NaN,NaN,NaN,NaN
1837,0.33694,0.29133,0.172,0.29493,-0.20012,-0.15597,-0.2108,-0.20491,-0.39662,1.4234,1.5117,1.4881,1.3744,0.039139,1.02,-0.28495,1.495,0.80292,0.8016,1.1779,1.1407,1.2567,0.90014,0.74659,1.0007,0.96999,1.0875,1.5506,1.0004,1.2379,1.1734,0.7666,0.98209,1.2098,-0.08891,1.0793,0.47194,NaN,NaN,NaN,NaN
1838,0.094487,-0.28997,0.182,0.54786,0.765,0.079836,0.43988,0.70785,-1.371,1.0768,1.0937,1.038,0.94659,0.17333,0.86199,1.2441,1.7021,0.96515,0.82387,1.3611,1.0505,1.1538,0.44288,0.33835,1.2036,0.42123,0.9424,2.2118,0.67433,0.4491,1.5742,1.5325,1.1925,1.6832,0.093563,0.39132,0.454,NaN,NaN,NaN,NaN
1839,1.3594,0.78907,1.375,1.0117,0.54522,0.31565,0.47413,0.56373,-0.0068714,1.3722,1.3464,1.3461,1.1976,1.1031,2.169,1.1421,1.679,2.3928,2.3526,1.4208,0.19392,0.17585,1.1845,0.99322,0.092257,1.2603,1.5563,1.0154,1.7368,1.1587,2.3757,1.8389,1.9288,2.1566,0.31457,1.1517,0.22417,NaN,NaN,NaN,NaN
1840,0.39062,0.033288,1.014,1.1829,-1.0155,0.020883,-0.51902,-0.9015,0.9242,0.19073,0.22018,0.25332,0.08929,-0.74957,0.37699,0.22472,0.85498,-0.27594,-0.39316,0.027285,1.935,2.1633,0.65564,0.27669,2.0202,0.50553,0.67052,1.1673,1.0764,0.51168,0.97296,0.46023,0.77171,1.0204,-0.18496,0.56348,0.077301,NaN,NaN,NaN,NaN
1841,-0.27444,0.17976,-1.515,0.71022,-0.48998,0.66281,-0.51902,0.20343,-0.56984,-0.49572,-0.46655,-0.5276,-0.82104,-0.52774,0.064985,0.89601,0.68608,0.39733,0.37119,-1.0513,-0.042381,-0.094106,0.48548,0.25312,-0.040259,0.40704,0.49757,0.23696,0.092263,0.099591,0.77256,1.3793,0.35095,0.64168,0.28452,0.42917,0.064322,NaN,NaN,NaN,NaN
1842,-0.49674,-1.8233,-1.912,0.1138,0.50382,-0.7062,0.57687,-0.30099,-0.35332,-1.0469,-0.87106,-0.81411,-0.71675,-0.49077,-0.86502,-0.56419,0.55495,-0.21916,0.2673,-1.4095,0.38268,0.3914,0.12502,0.11549,0.39483,0.19515,-0.22722,-0.44824,-1.1408,-0.38571,0.17137,0.91979,-0.17501,0.073563,0.24595,-0.2055,0.14094,NaN,NaN,NaN,NaN
1843,0.082559,0.21747,0.084997,0.96756,0.34774,0.25669,0.33714,0.37157,0.72932,-0.31586,-0.40608,-0.52253,-0.65665,-0.12244,0.039985,-0.019262,0.72704,0.048528,0.16341,-0.5223,0.38799,0.39727,-0.34772,-0.10209,0.4178,-0.23502,0.34324,0.58509,-0.15786,0.031106,0.57217,0.91979,0.24576,0.54699,-0.7076,-0.10588,0.082464,NaN,NaN,NaN,NaN
1844,0.27545,-0.29343,1.911,0.94216,0.15025,2.0842,1.3645,0.51569,1.2273,-0.020485,-0.052632,-0.15996,-0.38267,0.92917,0.55899,-0.085509,0.95097,0.98137,1.0465,0.46778,-0.80551,-0.96552,1.2385,0.49807,-0.81754,0.91974,0.85521,1.082,0.76667,0.98636,1.474,0.46023,1.4029,1.3045,0.40672,-0.2638,0.33189,NaN,NaN,NaN,NaN
1845,0.021277,-0.31807,-0.213,0.8792,0.53885,-1.2302,0.61111,-0.49316,-0.82968,0.4894,0.57497,0.53349,0.37741,1.3386,0.41699,-1.725,1.2374,0.45411,0.71255,0.24136,0.19738,0.17968,0.33204,-0.11472,0.2209,0.052135,0.76679,1.397,0.20096,0.73603,0.97296,0.61342,0.77171,0.35762,0.00057104,-0.52506,-0.41262,NaN,NaN,NaN,NaN
1846,0.35113,0.68667,0.212,1.141,-0.78939,1.2851,-0.82724,0.44363,-0.20175,0.45475,0.29544,0.29135,0.22717,1.114,1.006,0.18801,0.87864,1.3788,1.2617,0.051986,0.45699,0.47594,-0.0063095,-0.38808,0.51516,-0.23691,0.9209,-0.02072,0.8181,0.57426,0.87276,0.61342,0.66652,0.83105,-0.3219,-0.1971,-0.42874,NaN,NaN,NaN,NaN
1847,-0.97076,-1.0869,-1.947,-0.72229,-0.49316,-1.6232,-1.2724,-0.70934,-0.28836,-0.57163,-0.43699,-0.28673,-0.068029,0.14731,-1.034,-0.45097,0.65799,-1.0628,-0.67516,-1.5803,-0.022766,-0.071631,-0.29732,-0.47919,-0.036333,-0.38637,-0.80067,-0.55577,-1.7451,-0.82378,-1.7324,0.91979,-2.1736,-1.6308,-0.60644,-0.93995,-0.92924,NaN,NaN,NaN,NaN
1848,0.64418,-0.78729,-0.494,-0.19987,-0.40716,-1.4988,-1.1697,-0.61326,0.20966,-0.53532,-0.42624,-0.42111,-0.37029,-0.9262,0.28499,-0.48887,0.58761,0.53523,0.6235,0.62421,-1.103,-1.3049,0.014019,-0.27023,-1.1187,-0.033295,0.6067,-0.51348,0.10278,-0.5215,-0.12922,1.2262,-0.59577,-0.021123,0.16396,-0.29328,-0.42268,NaN,NaN,NaN,NaN
1849,0.49118,-0.63245,1.743,-0.07617,-0.27338,-0.98786,-0.75875,-0.39708,1.0541,-0.2086,-0.16418,-0.2094,-0.35085,-0.97002,0.19598,-1.7599,0.3166,0.040417,0.50477,1.0791,-0.45083,-0.56046,-0.11074,-0.38871,-0.44671,-0.27049,0.24287,-0.36418,0.77953,-0.045644,0.17137,0.30705,0.035375,-0.11581,-0.12876,-0.13613,0.21447,NaN,NaN,NaN,NaN
1850,0.19258,0.83644,1.373,-0.066229,-0.11412,-0.024969,-0.073816,-0.084813,NaN,0.65937,0.58975,0.56011,0.50115,0.95519,0.012985,-0.71279,0.60722,-0.75453,-0.074064,0.19401,0.34645,0.34977,0.933,0.50227,0.39527,0.74036,1.0115,1.0811,1.0098,0.7809,0.87276,0.46023,0.77171,0.83105,0.48065,0.73399,0.79905,NaN,NaN,NaN,NaN
1851,-1.0711,-0.33174,-2.192,0.2861,-0.14597,1.1606,0.64536,0.083328,-0.18009,-0.48417,-0.52031,-0.53394,-0.51524,0.28013,-0.81502,-0.23955,0.67926,-0.73831,-0.16312,-1.2407,0.86982,0.9474,0.66148,0.18452,0.95185,0.48662,0.56726,0.026053,-1.1724,-0.72341,-0.42982,0.61342,-0.70096,-0.30518,-0.14527,0.11149,0.80666,NaN,NaN,NaN,NaN
1852,1.315,1.2134,0.083997,0.11711,-0.93909,0.51216,-0.17656,-0.73336,1.0108,0.83428,1.0386,1.1179,1.1092,0.5759,1.39,0.59344,0.25328,1.4762,1.0762,1.075,0.37899,0.3868,0.65313,0.28847,0.41211,0.53001,1.232,0.47428,1.0448,1.1068,0.47197,0.61342,0.24576,0.35762,-0.12139,-0.042437,0.4972,NaN,NaN,NaN,NaN
1853,0.89424,0.46087,1.535,0.74335,-0.12049,0.55801,0.26865,0.011267,0.058087,0.19733,0.19733,0.24698,0.40216,0.72789,0.79199,-0.036493,0.37174,0.6569,0.89066,0.90415,0.11569,0.086458,0.58518,0.22155,0.076177,0.43755,0.78851,0.30945,-0.012931,0.027564,1.2736,0.61342,1.1925,1.0204,1.0061,0.89486,0.42804,NaN,NaN,NaN,NaN
1854,-1.1499,0.23098,0.508,0.48711,0.12477,0.70211,0.47413,0.25147,-1.5875,-0.36536,-0.36173,-0.3311,-0.31373,-0.38671,-0.22102,0.29723,1.1685,0.24321,0.45282,-0.32675,-0.0066131,-0.053243,0.70604,0.36781,-0.010679,0.63678,-0.19952,0.46462,-0.51786,-0.67382,0.17137,1.073,-0.17501,-0.021123,-0.38625,0.49116,0.29545,NaN,NaN,NaN,NaN
1855,-0.87698,0.17581,-1.242,-0.72339,0.49107,0.89207,0.78235,0.61177,-1.9773,-0.66898,-0.64798,-0.64804,-0.7574,-0.21007,-0.37102,-0.42607,1.583,-0.30839,-0.11859,-0.17238,0.056154,0.018523,0.34346,0.068357,0.085147,0.25013,-0.27142,0.72593,0.051354,-0.87101,0.57217,1.2262,0.14057,0.45231,0.82769,0.8987,-0.062369,-0.27084,NaN,NaN,NaN
1856,1.5901,0.92886,-0.072003,0.91234,0.30633,0.44665,0.40563,0.37157,1.3139,0.72042,0.78596,0.71224,0.49938,0.61287,1.521,-0.90126,1.0877,1.5249,1.4992,0.97619,-0.47114,-0.58344,0.63057,0.45324,-0.50436,0.69413,1.1379,-0.12186,0.98991,1.0808,0.67237,0.7666,0.45614,0.26293,-1.7705,-0.56034,0.068998,0.97038,NaN,NaN,NaN
1857,-0.29316,-0.31873,-1.196,-0.5268,-0.86583,-1.5119,-1.4094,-1.0216,-0.050177,-1.0914,-1.2675,-1.4721,-1.7437,-1.1891,-0.30002,-1.2226,0.77799,-0.0082534,-0.066643,-0.94632,-0.85582,-1.0225,-0.90106,-0.93058,-0.90145,-0.97793,-0.09172,0.074207,-0.52253,-1.152,-0.73042,0.61342,-1.0165,-1.1574,0.33155,0.2443,0.097634,-2.0918,NaN,NaN,NaN
1858,0.013257,-0.30823,1.913,-0.4053,-0.60465,1.3571,-0.62176,0.46765,1.0541,0.41185,0.58572,0.57025,0.40923,-0.27032,0.41799,-1.3658,0.85194,0.64068,0.40087,0.29076,-0.21684,-0.29306,-0.15752,-0.2494,-0.19982,-0.22189,0.66509,0.15464,1.0612,0.54711,0.17137,-0.30569,0.24576,-0.021123,-0.47731,-0.86694,-0.069314,0.11962,NaN,NaN,NaN
1859,-0.52595,-0.3696,-0.208,0.12705,-0.51864,-0.44419,-0.55327,-0.5412,-0.98125,-0.78449,-0.83075,-0.85595,-0.83341,0.14184,-0.70602,-1.1913,0.90722,-0.22727,-0.17796,-0.84752,-0.85835,-1.0255,0.30809,0.0096461,-0.93262,0.20224,-0.40947,-0.48586,-0.65461,-0.2263,0.57217,0.30705,0.45614,-0.11581,2.5997,1.0106,-0.64717,0.14122,NaN,NaN,NaN
1860,-0.6335,-0.1609,-0.034003,0.13589,-0.21605,-0.28698,-0.31354,-0.22893,-1.7391,-1.07,-1.0095,-1.041,-1.1198,0.13773,-1.118,-1.6972,0.36563,-1.4035,-1.1501,-1.0225,-0.42798,-0.53415,0.16412,-0.10715,-0.49462,0.097836,-0.75436,-1.1806,-0.41734,-1.5771,0.071173,0.46023,-0.17501,-0.39987,-0.14017,-1.0444,-0.36259,-0.42042,NaN,NaN,NaN
1861,-0.93971,-0.73765,-0.461,-1.2613,-0.70339,-1.2368,-1.1355,-0.82944,0.72932,-0.1657,-0.059352,0.022593,0.17767,0.25549,-1.001,-0.76646,0.13267,-2.093,-1.9738,0.29281,-0.1933,-0.2665,-0.99296,-1.1757,-0.22771,-1.1526,-0.67138,-0.57406,-1.5219,-1.0056,-2.1332,0.46023,-2.5944,-1.8202,-0.69649,-0.63806,0.58052,-1.496,NaN,NaN,NaN
1862,-0.71637,0.29356,1.299,-2.0388,-0.20331,0.296,-0.2108,0.059307,-1.2844,-1.6888,-1.7836,-1.7776,-1.6288,-0.14708,-1.036,-0.48887,0.23388,-1.1844,-1.2466,-0.81253,-0.2083,-0.28361,0.19503,-0.049065,-0.23329,0.068393,-1.485,-0.54058,-1.2379,-2.2313,-1.532,0.15386,-1.7529,-1.4414,-2.0498,-1.6531,1.0358,-0.62629,NaN,NaN,NaN
1863,-0.70835,-1.2996,-1.555,-0.89017,0.12796,-0.28043,0.16591,-0.13285,-0.61315,-1.4462,-1.3791,-1.4315,-1.5511,-0.54554,-1.214,-0.71803,0.63232,-0.73831,-0.8681,-1.0575,0.54675,0.57861,0.12733,-0.14271,0.55432,0.00028584,-0.65077,-0.65432,-1.4178,-0.99735,-0.63022,0.61342,-0.91134,-0.68392,-0.27075,-0.55407,1.0699,-0.66012,NaN,NaN,NaN
1864,-1.6113,-1.2342,-1.832,-1.3419,-0.018563,-1.4857,-0.96422,-0.25295,0.36123,-0.97261,-0.93826,-0.9954,-1.0791,-0.47023,-1.661,0.2808,0.58723,-1.7928,-1.7438,-1.1213,1.551,1.7251,-0.03917,-0.27486,1.6234,-0.16916,-0.095265,0.68105,-1.2823,-0.54157,-1.1312,1.073,-1.6477,-0.87329,0.92002,-0.10602,1.8452,-0.39515,NaN,NaN,NaN
1865,0.68469,-0.08957,0.021997,0.78643,0.60256,0.78072,0.78235,0.68383,0.83759,0.16763,0.2054,0.14683,0.1052,-0.31277,0.52999,1.1265,0.084915,0.56768,0.66803,0.31546,1.8106,2.0213,0.66121,0.38464,1.8837,0.57175,0.37471,0.54298,-0.29929,0.28143,1.1734,1.2262,0.77171,1.1151,-0.24733,-1.0384,1.889,-0.31146,NaN,NaN,NaN
1866,-0.16751,0.30542,1.395,0.79305,1.5326,-0.024969,0.7481,1.3804,-0.46158,-0.71189,-0.83344,-0.89905,-0.9925,-0.29086,0.16398,1.249,0.42,-0.10559,0.22277,0.93914,1.2455,1.3762,0.54703,0.40337,1.3168,0.53297,-0.49688,0.05246,-0.13916,-1.0694,1.5742,1.3793,1.0873,1.4938,0.96089,-0.05703,1.4206,-0.32199,NaN,NaN,NaN
1867,-0.24915,0.12327,0.398,0.3844,0.26492,-0.43109,0.30289,-0.20491,0.1447,-0.35216,-0.1924,-0.077558,0.0026765,-0.37164,0.018985,0.44553,0.56137,-0.20293,-0.27443,0.53159,0.3333,0.33496,-0.18593,-0.33715,0.3595,-0.28279,-0.66207,0.079212,0.25473,-0.62068,0.27157,0.30705,0.14057,0.16825,-1.2243,-0.2759,1.5926,-0.35912,NaN,0.056591,NaN
1868,0.48974,-0.2738,0.554,-0.28492,0.53567,0.75452,0.71385,0.63579,-0.37497,0.17918,0.19599,0.23938,0.33853,-0.41546,0.21198,-0.42543,0.23271,0.12153,-0.088906,0.18578,0.31484,0.31376,-0.00073992,-0.19847,0.30721,-0.1422,-1.0408,0.69469,0.54226,-1.0989,0.57217,0.30705,0.56133,0.35762,0.64275,0.41302,1.4423,-0.3136,NaN,0.52761,NaN
1869,1.9601,1.1264,1.744,2.9501,1.0963,4.0952,3.1111,1.7167,1.5521,0.91513,0.88944,0.8276,0.63549,-0.53322,1.687,-0.095743,0.81274,1.4519,1.2617,1.5855,-0.76882,-0.92338,0.069994,-0.0058629,-0.89444,0.073123,0.86363,-0.22456,1.7216,1.1316,2.9769,0.91979,2.8755,2.4407,1.2084,0.24473,0.15087,-0.49733,NaN,0.61944,NaN
1870,-0.70856,-0.49027,-0.657,0.20768,-1.4551,-1.2433,-1.5464,-1.502,0.16635,-0.67393,-0.74339,-0.76974,-0.85286,-0.29907,-0.67402,-0.42796,-0.21513,-0.50307,-0.85326,-0.61287,-0.61421,-0.7469,-1.5159,-1.4076,-0.74655,-1.5877,-0.45755,-0.69298,-0.33319,-0.43766,-0.42982,0.46023,-0.70096,-0.58924,0.53753,0.48932,-0.36767,-1.2732,NaN,-0.56796,NaN
1871,-1.1431,0.22894,-1.744,-2.0289,-1.7864,-1.3743,-1.7861,-1.8383,-0.85133,-1.433,-1.3777,-1.3732,-1.392,-0.17036,-1.229,0.42452,-0.3091,-0.90054,-0.94973,-1.992,-0.93612,-0.41156,-1.2525,-1.1631,-0.38578,-1.4916,-2.0102,-0.81794,-0.92461,-1.0835,-1.532,1.073,-1.9632,-1.252,-2.1993,-0.95532,-0.32364,-0.83254,-0.53259,0.94481,NaN
1872,-0.27033,-1.9574,0.037997,-0.58975,-0.89132,-0.98786,-1.1012,-0.94954,0.44784,-0.86205,-0.7528,-0.74312,-0.73973,-0.77011,-0.93702,0.37482,-0.43792,-0.47062,-0.40801,-1.2263,-1.4507,-0.99744,-0.33909,-0.43164,-0.90079,-0.51028,-0.9396,-0.59667,-0.85331,-0.65847,0.37177,1.2262,-0.069816,0.16825,0.53803,0.42287,0.40789,-0.55255,-0.63674,-1.6843,NaN
1873,0.077624,-0.66449,-0.0060027,-0.58644,-0.42627,0.34185,-0.45053,0.083328,1.4222,-0.54522,-0.5445,-0.55042,-0.43393,-0.97002,-0.82902,-0.85584,0.29378,-1.0303,-0.99426,-0.7199,-1.4971,0.068325,-0.13246,-0.21931,0.075848,-0.26292,0.073468,0.30566,-0.7598,-0.29361,-0.42982,0.46023,-0.59577,-0.77861,-0.067636,-0.39928,0.59763,-1.2009,-0.91506,-2.2623,NaN
1874,0.074539,-0.68176,-0.087003,-0.19987,0.57071,2.1563,1.6043,0.90001,-0.5915,-0.19705,-0.1709,-0.15996,-0.096311,-1.2521,-0.16302,0.16136,0.25875,-0.34894,-0.20022,0.41632,-2.2554,0.23178,-0.26947,-0.31758,0.29911,-0.37395,0.059287,-0.52573,-0.15903,0.39597,-0.12922,1.073,-0.59577,-0.21049,0.44683,0.16802,0.72535,-1.0432,-0.9305,-0.67235,NaN
